ID,Second_ID,First_name,Last_Name,Computer Networks,Signals and Systems,Databases,Calculus,Operating Systems
3337053398,3337053398,Mohammad Hashem,Mahi,5,16,20,12,16
0675011876,0675011876,James Reza,Jafari,4,9,10,17,11
6579204081,6579204081,Chief Till,Balochi,15,12,18,16,12
1284104109,1284104109,Hashem Mohammad,Jalali,9,14,20,0,16
4374422778,4374422778,Master Master,Rastegari,18,15,15,1,18
7146626180,7146626180,Master Mohammad,Hami,18,13,16,17,20
1471121105,1471121105,Hashem Till,Jafari,20,10,7,19,6
5794116141,5794116141,Ali Chief,Balochi,6,20,18,7,2
2845204113,2845204113,Till Jack,Hami,7,3,9,1,19
4830316369,4830316369,Ehsan Jack,Mahi,19,14,16,2,13
7151209271,7151209271,Hashem Mohammad,Sharbaaf,20,18,14,13,1
3412838930,3412838930,Ehsan Master,Mohebi,5,17,6,4,6
9412590747,9412590747,Till Ehsan,Balochi,14,4,10,10,14
7587216130,7587216130,Mohammad Till,Jafari,14,6,1,9,3
8642565507,8642565507,Kamal Jack,Mahi,13,0,6,13,13
2681592586,2681592586,Ali Kamal,Jalali,10,5,17,9,0
7338070815,7338070815,Jack Ehsan,Mahi,17,6,16,10,16
8074168046,8074168046,Chief Chief,Jafari,0,0,14,19,4
9703944247,9703944247,Jack Till,Rastegari,16,3,15,1,20
5134290549,5134290549,Mohammad Hashem,Hami,8,3,7,3,13
7941120432,7941120432,James Chief,Mahi,13,16,3,3,0
0687500787,0687500787,James James,Jalali,14,16,15,14,0
4272415798,4272415798,Chief Jack,Hami,20,13,7,9,4
8283491948,8283491948,Master Reza,Sharbaaf,16,3,2,4,3
0411323103,0411323103,Chief Mohammad,Balochi,2,6,19,12,3
3782498575,3782498575,James Kamal,Mohebi,20,5,20,4,14
9595024096,9595024096,Mohammad Hashem,Jafari,18,6,12,20,1
1642100242,1642100242,Mohammad Till,Mohebi,3,20,6,2,0
8459454610,8459454610,Ehsan James,Hami,7,6,16,10,18
2710500044,2710500044,Reza Chief,Rastegari,4,5,3,12,6
6695751657,6695751657,Hashem Chief,Mohebi,9,8,10,5,18
3127120389,3127120389,Ehsan Ali,Hami,14,6,4,16,11
1255087788,1255087788,Ali Ehsan,Balochi,11,18,20,18,15
2478564042,2478564042,Kamal Jack,Mahi,1,18,7,6,8
6456116261,6456116261,Ali James,Mohebi,17,12,5,20,3
6439010770,6439010770,James Ali,Mohebi,0,9,6,9,14
4846761240,4846761240,Mohammad Jack,Jalali,14,2,18,0,20
6862701856,6862701856,Jack Master,Hami,11,20,14,13,3
5513945478,5513945478,Jack Jack,Jalali,7,19,3,14,16
3898304960,3898304960,James Hashem,Jalali,9,8,7,1,15
2479447059,2479447059,Till Kamal,Jalali,6,13,16,3,5
8216381527,8216381527,Chief Master,Mahi,0,20,4,8,12
1683913687,1683913687,Till Till,Balochi,7,0,10,8,5
3070847928,3070847928,Kamal Hashem,Mahi,3,4,4,6,7
1383220206,1383220206,James Ali,Rastegari,9,12,4,8,15
0313332175,0313332175,Ali Jack,Jalali,13,8,7,8,1
3201017618,3201017618,Hashem Master,Hami,9,16,20,5,8
7009033699,7009033699,Kamal Till,Mahi,2,17,0,11,9
2482072392,2482072392,Mohammad Ali,Sharbaaf,12,7,0,16,11
3812992094,3812992094,Chief Mohammad,Jafari,7,7,1,18,7
0385145844,0385145844,Hashem Ali,Sharbaaf,17,8,12,7,6
4113711655,4113711655,James Jack,Jafari,20,16,7,14,16
7392196917,7392196917,Chief Ali,Mohebi,13,17,9,16,16
9428126476,9428126476,James Hashem,Jafari,13,6,19,17,5
8989474011,8989474011,Ali Ehsan,Sharbaaf,11,6,11,5,16
3916177121,3916177121,Ali Ehsan,Jafari,8,9,19,10,12
4143214804,4143214804,Ali Kamal,Rastegari,14,3,20,1,9
0170710781,0170710781,Ali Mohammad,Sharbaaf,9,3,6,12,10
4824199137,4824199137,Master Mohammad,Jafari,14,10,7,12,2
8236220635,8236220635,Ehsan Master,Mohebi,5,3,13,19,3
0203912707,0203912707,Master Mohammad,Sharbaaf,12,12,4,4,6
8147871369,8147871369,Ali Kamal,Sharbaaf,15,18,1,7,8
0098363826,0098363826,Hashem Mohammad,Jafari,13,14,7,7,15
1798510632,1798510632,Chief Kamal,Hami,15,17,3,14,14
1477422888,1477422888,Kamal Till,Jalali,13,14,3,11,0
7926387254,7926387254,Reza Ali,Jafari,2,10,0,1,3
4208928508,4208928508,Master Jack,Jafari,10,1,11,3,8
4892330507,4892330507,Master Master,Jafari,18,8,5,20,5
5843916120,5843916120,Kamal Master,Jafari,15,8,17,9,1
9842969742,9842969742,Chief Reza,Balochi,10,16,0,13,16
7620790184,7620790184,Chief Till,Mahi,18,12,12,9,9
8120387636,8120387636,Kamal Ali,Hami,7,1,10,15,7
9433054299,9433054299,James Chief,Mohebi,19,15,13,3,13
0077087774,0077087774,Ehsan Ehsan,Sharbaaf,0,0,14,9,1
6249196879,6249196879,Master Ali,Jafari,3,2,13,14,17
4946356060,4946356060,Till Till,Mohebi,11,12,15,9,6
6610144592,6610144592,Jack Ali,Hami,20,5,9,0,5
0431437395,0431437395,Kamal Till,Sharbaaf,19,17,19,17,18
0247445885,0247445885,Chief Ehsan,Rastegari,13,9,16,10,7
7577851075,7577851075,James Mohammad,Mahi,6,8,5,2,18
6745676228,6745676228,Jack Kamal,Rastegari,8,14,19,13,12
7029789295,7029789295,Master Ali,Balochi,2,0,2,9,10
7299863999,7299863999,Hashem James,Mahi,11,1,20,4,20
9002102705,9002102705,James Ehsan,Mohebi,12,15,15,7,1
0663847364,0663847364,Hashem Ali,Balochi,20,6,14,15,18
2738153715,2738153715,Mohammad Jack,Jalali,4,17,2,17,5
3391539751,3391539751,Jack Master,Jafari,9,9,1,0,18
8717528010,8717528010,Mohammad Reza,Jafari,13,6,17,20,5
1737197443,1737197443,Chief Chief,Jalali,13,11,7,14,1
6957739032,6957739032,Mohammad Mohammad,Jafari,3,9,14,12,4
0057290941,0057290941,Reza James,Mahi,15,15,6,11,6
3857655186,3857655186,Till James,Balochi,15,13,1,20,19
4726999946,4726999946,Hashem Kamal,Jalali,13,4,6,9,11
1239944034,1239944034,Ali Ehsan,Mahi,9,16,20,13,7
3954395813,3954395813,Mohammad Mohammad,Hami,12,9,15,3,17
9833299878,9833299878,James Reza,Mohebi,0,20,6,8,2
5335909298,5335909298,James Ali,Mahi,19,6,14,1,15
3235032257,3235032257,Hashem Mohammad,Jafari,5,18,11,19,0
2472235396,2472235396,Chief Ehsan,Sharbaaf,20,2,2,7,5
9416096419,9416096419,Kamal Mohammad,Balochi,12,11,2,12,0
1439779143,1439779143,Mohammad Ehsan,Mahi,0,15,2,11,10
2371161509,2371161509,Ehsan Hashem,Hami,18,1,20,19,19
2300986127,2300986127,Chief Reza,Mohebi,9,17,9,11,6
0729663257,0729663257,Ali Ehsan,Balochi,8,20,0,18,15
7580692662,7580692662,Jack Jack,Jafari,12,14,19,11,1
8852725811,8852725811,Ali Ehsan,Jafari,19,16,11,1,16
3605311715,3605311715,Ehsan Ali,Rastegari,7,10,6,1,18
2573162860,2573162860,Mohammad James,Jafari,8,9,17,9,16
2137737642,2137737642,Kamal Ehsan,Balochi,7,9,19,9,12
9574200571,9574200571,Ali Chief,Mahi,19,8,19,19,7
9051869035,9051869035,Mohammad Reza,Mahi,12,17,17,14,14
2965758332,2965758332,Till Reza,Hami,1,1,7,2,5
3201354706,3201354706,Jack Mohammad,Mohebi,2,14,20,15,10
3363473779,3363473779,Ehsan Reza,Jalali,17,5,0,14,5
1210855738,1210855738,Mohammad Reza,Mahi,4,7,8,10,19
0467129120,0467129120,James Master,Mohebi,1,20,16,20,9
1826725275,1826725275,Reza Kamal,Mohebi,5,19,16,10,19
9294865884,9294865884,Mohammad Mohammad,Rastegari,17,16,11,14,15
4707770974,4707770974,Kamal Chief,Mohebi,13,10,16,12,11
6864217371,6864217371,Till Chief,Sharbaaf,11,11,14,16,12
8574579827,8574579827,James Ehsan,Sharbaaf,8,1,17,6,12
1762326289,1762326289,Master Kamal,Sharbaaf,5,9,3,10,14
5453672401,5453672401,Mohammad Kamal,Rastegari,16,15,18,19,0
6382290528,6382290528,Kamal Jack,Rastegari,18,3,7,6,0
8249925292,8249925292,Ehsan Till,Mohebi,6,15,14,18,2
4837825305,4837825305,Reza Master,Mohebi,9,4,6,7,11
1035464782,1035464782,James Ehsan,Mohebi,3,4,0,0,0
7273566096,7273566096,Master Kamal,Balochi,19,18,19,4,12
7802172026,7802172026,Mohammad Mohammad,Hami,15,6,8,10,17
1417544101,1417544101,Mohammad Hashem,Mahi,10,2,17,16,12
4076334014,4076334014,Master Till,Jalali,5,12,6,5,14
4850451608,4850451608,James Ali,Hami,14,3,11,8,8
8327586433,8327586433,Master Chief,Mohebi,5,11,14,13,12
1324674372,1324674372,Reza Ehsan,Sharbaaf,17,2,2,6,16
7099506165,7099506165,Hashem Master,Jalali,4,17,14,11,20
8964096376,8964096376,Master Ali,Jafari,18,6,6,2,2
3134823103,3134823103,Mohammad Mohammad,Balochi,20,1,7,16,20
7993012138,7993012138,James Jack,Mohebi,7,15,19,2,16
9700835481,9700835481,Chief Jack,Jafari,2,9,10,14,7
7566461851,7566461851,Reza Master,Hami,0,5,10,18,2
7132504724,7132504724,Jack Hashem,Hami,2,17,13,18,19
5927308636,5927308636,Kamal Reza,Jalali,5,18,14,4,4
7460452637,7460452637,Kamal Kamal,Jalali,10,16,15,1,10
4459768579,4459768579,Mohammad Reza,Sharbaaf,11,19,13,7,12
5124164515,5124164515,Till Jack,Mahi,14,3,7,7,0
0399129307,0399129307,Till Hashem,Mahi,9,8,11,2,14
4707353005,4707353005,Ehsan James,Mahi,18,6,20,10,10
6126723900,6126723900,Master Master,Sharbaaf,15,11,2,10,1
5521362076,5521362076,Kamal Kamal,Mohebi,4,8,15,5,1
4822462231,4822462231,Hashem Till,Rastegari,20,13,7,6,12
7285380288,7285380288,Mohammad Reza,Balochi,7,18,17,11,15
0374874933,0374874933,Reza Kamal,Mohebi,4,8,11,13,14
9492713074,9492713074,Master James,Mohebi,13,0,11,9,2
4471376272,4471376272,Jack Chief,Mohebi,19,0,18,6,2
9419454170,9419454170,Hashem Master,Sharbaaf,8,5,12,19,3
8905305315,8905305315,Master Mohammad,Mohebi,19,4,3,20,1
2884070655,2884070655,Master Master,Balochi,2,12,12,3,19
9685339394,9685339394,Till Chief,Mahi,3,4,3,1,7
0073897813,0073897813,Ali Till,Rastegari,10,7,6,19,20
1610511226,1610511226,James Chief,Hami,20,6,5,7,4
4417505111,4417505111,Jack Mohammad,Sharbaaf,19,3,20,4,5
3117993735,3117993735,Till Ali,Hami,11,13,7,20,6
5994168876,5994168876,Chief Till,Rastegari,10,2,3,12,19
9079334230,9079334230,Ali Jack,Rastegari,1,2,20,13,7
1093824228,1093824228,Kamal James,Jafari,10,9,17,8,18
5519813257,5519813257,Reza Mohammad,Jafari,2,0,6,1,7
7654865662,7654865662,Reza Mohammad,Sharbaaf,17,17,7,4,8
5691015884,5691015884,James Ali,Mahi,7,6,6,3,18
7926927896,7926927896,Reza Till,Mohebi,13,17,9,17,20
1298270496,1298270496,Mohammad Ehsan,Mohebi,10,15,20,17,3
8616464633,8616464633,Hashem Ehsan,Jafari,10,10,19,6,9
4632112348,4632112348,James Chief,Rastegari,10,20,7,10,6
0682725549,0682725549,Ali James,Hami,0,20,0,8,12
0800415688,0800415688,Hashem Chief,Balochi,14,9,10,4,0
3179645798,3179645798,Mohammad Hashem,Balochi,18,10,16,10,5
7100764086,7100764086,James Chief,Mahi,7,20,5,18,19
9523312843,9523312843,Ehsan Ali,Mohebi,6,13,4,20,17
7343891429,7343891429,Till Mohammad,Balochi,7,11,4,19,5
6190715947,6190715947,Hashem Master,Jalali,14,9,12,10,11
2146622960,2146622960,Master Kamal,Sharbaaf,14,6,20,9,11
7529406339,7529406339,Chief Reza,Mohebi,18,4,12,16,18
4354023200,4354023200,James Till,Mohebi,13,5,17,1,12
8845047194,8845047194,Chief Jack,Mahi,9,13,9,7,8
8793729522,8793729522,Till Kamal,Rastegari,18,7,8,3,1
6781442240,6781442240,Chief Mohammad,Sharbaaf,5,5,1,1,4
1737806361,1737806361,Till Hashem,Sharbaaf,10,9,20,16,16
2271952728,2271952728,Mohammad Hashem,Balochi,4,0,3,2,10
7184565340,7184565340,Reza James,Mohebi,5,2,1,16,1
4524545934,4524545934,Master Ali,Hami,1,0,2,11,14
3029861312,3029861312,Ehsan Chief,Rastegari,14,10,16,15,2
5979773627,5979773627,Hashem James,Hami,16,18,20,0,5
1440834478,1440834478,Kamal James,Mahi,14,1,17,9,0
6525423244,6525423244,Jack Jack,Mahi,8,18,0,5,19
1117863416,1117863416,Hashem Ali,Hami,6,15,8,17,11
5335953786,5335953786,Hashem Reza,Jafari,6,11,3,4,18
7500095051,7500095051,Ehsan Jack,Mohebi,3,16,17,12,8
2198392858,2198392858,James Jack,Sharbaaf,17,15,9,19,15
3670703397,3670703397,Till Jack,Mohebi,18,9,5,10,8
5418695757,5418695757,Jack Ehsan,Sharbaaf,18,3,6,12,8
2650445620,2650445620,Chief Ehsan,Mohebi,17,7,4,16,5
9236370714,9236370714,Master Ehsan,Mohebi,15,9,2,11,13
7259420733,7259420733,Kamal Till,Jafari,12,19,0,16,5
6301465723,6301465723,Reza Ali,Balochi,1,6,3,0,4
2610060359,2610060359,Ehsan Till,Hami,10,8,16,4,18
2912379396,2912379396,Till Master,Rastegari,2,17,0,19,16
8902573689,8902573689,Chief Mohammad,Mohebi,19,15,6,20,8
8723050281,8723050281,James Master,Rastegari,13,10,20,19,3
7984637391,7984637391,Master Hashem,Jalali,7,11,10,5,3
2229633831,2229633831,Master James,Jalali,15,9,16,4,8
8769411072,8769411072,Till Reza,Mahi,0,3,10,10,14
7633183834,7633183834,Master Ali,Sharbaaf,2,0,6,11,20
3606410361,3606410361,Reza Ali,Mohebi,11,13,5,19,12
3627043473,3627043473,Chief Ali,Balochi,19,16,14,14,8
4832079366,4832079366,Hashem James,Jafari,11,13,15,20,6
1183853776,1183853776,Hashem James,Mahi,15,3,0,4,3
1727985073,1727985073,Chief Ehsan,Mahi,20,9,0,16,9
8064242370,8064242370,Ali Chief,Jalali,14,1,11,4,13
6464780449,6464780449,Mohammad Reza,Jalali,5,17,7,3,19
6623835849,6623835849,Reza Ehsan,Mahi,17,20,3,2,1
4108114905,4108114905,Hashem Chief,Mohebi,16,6,20,15,20
5434407499,5434407499,Ehsan James,Hami,0,3,15,19,4
4643281390,4643281390,Hashem Ali,Jafari,18,13,9,9,9
7020836899,7020836899,James Master,Hami,15,16,18,2,4
1427473259,1427473259,Ehsan James,Sharbaaf,11,9,3,15,12
7955317652,7955317652,Hashem Kamal,Jafari,19,14,20,7,1
3720281492,3720281492,James Jack,Mohebi,11,15,10,2,0
3216021462,3216021462,Reza Jack,Sharbaaf,20,10,12,2,1
9104299488,9104299488,Jack Chief,Mohebi,17,16,2,7,12
4848338738,4848338738,Master Master,Hami,13,2,8,1,19
6297682740,6297682740,Master James,Hami,10,10,16,7,14
9776969631,9776969631,Hashem Reza,Mahi,7,3,7,15,1
5880244091,5880244091,Reza Kamal,Jalali,13,13,20,20,0
5255798890,5255798890,Hashem Mohammad,Mahi,14,10,8,20,6
2025408606,2025408606,Hashem Chief,Jalali,18,0,3,7,11
6523782745,6523782745,James James,Balochi,16,2,10,3,5
7805064515,7805064515,Till Reza,Sharbaaf,10,19,7,11,19
5484322442,5484322442,Hashem Jack,Sharbaaf,20,4,12,14,20
0821910147,0821910147,James Till,Balochi,8,4,8,10,0
6899289325,6899289325,Ali Kamal,Jafari,15,18,11,20,13
6977092542,6977092542,Till Master,Balochi,3,1,10,1,20
9019996173,9019996173,Reza Hashem,Mahi,15,3,4,10,2
8728512187,8728512187,James Chief,Balochi,7,5,0,5,5
9253250304,9253250304,Hashem Till,Balochi,16,9,0,18,11
1387401167,1387401167,Mohammad Ali,Jafari,11,10,14,6,9
4415003779,4415003779,Ehsan Mohammad,Balochi,20,16,15,7,17
0058742461,0058742461,Hashem Ehsan,Jafari,4,19,6,18,11
7383135310,7383135310,Kamal Till,Hami,12,13,3,16,1
2876876495,2876876495,Mohammad Ali,Mahi,14,8,12,16,19
1940624630,1940624630,Master James,Jafari,0,5,9,18,12
4302931505,4302931505,Kamal Hashem,Mohebi,1,0,15,3,10
3556102144,3556102144,Till Chief,Balochi,3,7,12,1,18
6140969157,6140969157,Master Jack,Sharbaaf,6,16,10,2,16
0609288261,0609288261,James Jack,Mahi,9,11,4,14,5
7530761352,7530761352,Mohammad Reza,Mohebi,8,4,9,12,3
2084315234,2084315234,Ehsan Mohammad,Jafari,2,7,3,5,5
6273756820,6273756820,James James,Jalali,14,6,11,15,18
2490746759,2490746759,Jack Kamal,Jalali,6,5,15,17,13
8320621674,8320621674,James Mohammad,Balochi,3,11,13,6,1
7144787273,7144787273,James Kamal,Hami,7,9,0,12,5
5858144961,5858144961,Ehsan Mohammad,Hami,2,13,15,3,10
6603848974,6603848974,Till Till,Mahi,5,11,7,8,5
2145515932,2145515932,Kamal James,Mahi,3,7,6,9,15
5852953771,5852953771,Mohammad James,Mohebi,15,8,9,1,0
1212525831,1212525831,Mohammad Hashem,Sharbaaf,20,8,4,2,12
7441097295,7441097295,Ali Jack,Hami,10,17,11,2,20
2873225286,2873225286,Hashem Ehsan,Rastegari,17,8,14,13,8
0167592216,0167592216,Ehsan Master,Hami,2,3,1,19,11
5499736153,5499736153,Mohammad James,Jalali,4,9,9,4,20
3306221275,3306221275,Kamal Mohammad,Sharbaaf,16,13,13,11,16
5888374044,5888374044,Ali Hashem,Sharbaaf,16,5,14,8,0
5200870766,5200870766,Hashem Chief,Jafari,4,15,1,10,7
7096816280,7096816280,Ali Ehsan,Jalali,13,3,16,14,7
8304869642,8304869642,Mohammad Ali,Balochi,14,17,0,18,18
7337641656,7337641656,Hashem James,Hami,13,6,20,6,3
0487898357,0487898357,Hashem Ehsan,Jafari,19,11,11,12,4
7360645293,7360645293,Till Chief,Rastegari,4,10,1,20,16
2193993744,2193993744,Hashem Hashem,Sharbaaf,14,11,16,18,4
9573314986,9573314986,Ehsan James,Jafari,2,9,12,9,3
9282907195,9282907195,Kamal Till,Balochi,13,4,14,13,19
6232914745,6232914745,Reza Ehsan,Rastegari,11,20,3,0,16
2229964443,2229964443,Ehsan James,Sharbaaf,8,10,10,16,10
6138672813,6138672813,Mohammad Master,Balochi,0,7,10,5,15
8971829842,8971829842,Ehsan Jack,Rastegari,14,6,19,12,3
4276260458,4276260458,Ali Till,Sharbaaf,13,0,16,2,15
0416304773,0416304773,Ali Kamal,Mahi,10,2,2,15,20
8640904655,8640904655,Master Hashem,Balochi,2,16,3,12,12
2463316843,2463316843,James Jack,Mohebi,15,12,6,0,12
0185911770,0185911770,Chief Ehsan,Hami,20,1,11,8,20
3929420686,3929420686,James Mohammad,Rastegari,14,15,8,12,5
6462052453,6462052453,Ehsan Reza,Sharbaaf,9,10,16,15,10
0437627382,0437627382,Master James,Mohebi,19,0,0,1,18
4375996338,4375996338,Hashem Master,Mahi,17,10,4,15,3
1095510211,1095510211,Kamal Kamal,Mahi,15,4,18,3,18
3058399230,3058399230,Master Ali,Hami,2,0,8,7,17
9658927865,9658927865,Ali Till,Mohebi,10,18,8,8,10
8707231181,8707231181,Ehsan Hashem,Jafari,17,10,15,12,11
3846515788,3846515788,Kamal Hashem,Rastegari,1,4,18,19,4
1847618871,1847618871,Ehsan James,Mahi,15,19,2,12,10
0820427349,0820427349,Master Reza,Mohebi,10,0,16,15,17
4055793780,4055793780,Jack Reza,Hami,11,17,17,7,10
0543011296,0543011296,Ehsan Reza,Jalali,1,7,12,20,17
3650454450,3650454450,Ali Hashem,Rastegari,16,5,0,3,14
9346225126,9346225126,Master James,Hami,6,19,10,1,15
7638942235,7638942235,James Ehsan,Mohebi,5,1,7,16,9
8730909954,8730909954,Till Till,Jafari,2,18,8,4,9
0903910689,0903910689,Ehsan Till,Mahi,11,6,0,18,17
7258502395,7258502395,Chief Jack,Jafari,17,4,13,13,20
6583872585,6583872585,Chief Till,Mohebi,2,7,6,6,18
6933511037,6933511037,Ali Ehsan,Hami,19,7,1,9,1
6701060689,6701060689,James Master,Jafari,16,11,17,12,8
5059131056,5059131056,Ali Reza,Balochi,10,2,13,4,19
4543067918,4543067918,Kamal Kamal,Mahi,15,19,7,8,0
9623419756,9623419756,Reza Master,Jalali,17,10,20,9,7
3688039404,3688039404,Mohammad Master,Mahi,5,14,6,10,0
4879771279,4879771279,Kamal Till,Jalali,14,10,8,12,19
0637400178,0637400178,Till Kamal,Rastegari,0,0,17,10,12
3996713911,3996713911,Master Kamal,Hami,4,18,7,14,15
7232995375,7232995375,Ehsan Till,Sharbaaf,4,1,2,0,1
2326480722,2326480722,Ali Mohammad,Mahi,19,17,15,5,8
3677319181,3677319181,Reza James,Jalali,1,13,8,12,7
5987297907,5987297907,Kamal James,Jalali,16,17,1,10,18
1629602883,1629602883,Master Mohammad,Jalali,4,20,20,15,16
2372012252,2372012252,Master James,Rastegari,7,20,3,1,5
9464058571,9464058571,Chief Kamal,Jalali,12,7,18,0,17
9043292615,9043292615,Chief Till,Balochi,0,15,2,10,20
1309975682,1309975682,Till Jack,Sharbaaf,1,12,8,4,7
8700554974,8700554974,Ehsan Master,Mohebi,3,17,3,10,4
1841520919,1841520919,Kamal Mohammad,Mahi,13,13,3,16,11
3864855018,3864855018,Master Till,Jalali,18,7,13,19,10
8059837151,8059837151,Master Kamal,Jafari,6,6,9,8,1
2954550321,2954550321,Reza Ali,Jalali,20,2,6,12,2
5531703377,5531703377,Till Kamal,Mohebi,14,14,14,8,0
1767878919,1767878919,Jack Chief,Rastegari,15,16,17,2,13
0611974443,0611974443,Master Hashem,Mahi,7,17,3,20,19
7295157945,7295157945,James Ehsan,Mahi,14,6,3,0,15
8815083423,8815083423,Mohammad Kamal,Balochi,18,19,16,6,5
8695937093,8695937093,Till Mohammad,Mahi,20,16,0,20,4
6626230956,6626230956,Ali Till,Hami,8,18,3,18,20
4333550707,4333550707,James Master,Sharbaaf,12,1,17,1,15
1292675109,1292675109,Till Jack,Balochi,14,13,5,1,6
5704287936,5704287936,Hashem Jack,Sharbaaf,9,11,3,12,19
0997220840,0997220840,Hashem Jack,Jafari,17,6,6,9,18
2573462327,2573462327,James Master,Jalali,1,5,18,3,4
8565401716,8565401716,Ehsan Master,Jafari,12,0,2,7,10
5278864642,5278864642,Chief Ehsan,Balochi,15,18,5,7,13
0699724379,0699724379,Chief Reza,Balochi,20,11,9,9,14
8489977094,8489977094,Master Master,Jalali,2,13,8,16,18
6242084853,6242084853,Chief Kamal,Rastegari,15,1,11,2,8
6483827223,6483827223,Master Hashem,Balochi,19,19,17,0,8
5651655384,5651655384,James Reza,Mohebi,12,20,14,7,15
2957623498,2957623498,Chief Master,Mohebi,3,9,9,10,10
1357652338,1357652338,Till Ehsan,Sharbaaf,5,20,11,4,15
2441097838,2441097838,Kamal Ali,Jalali,18,6,15,11,13
3284079621,3284079621,Ehsan Jack,Jafari,9,2,5,9,15
6016821031,6016821031,James Kamal,Hami,8,4,11,11,8
0298734516,0298734516,James James,Jafari,8,5,9,9,18
3580984550,3580984550,Ehsan Kamal,Rastegari,5,6,1,4,20
7447384300,7447384300,Master Ali,Jalali,10,3,4,20,9
4963797379,4963797379,Master Jack,Hami,5,20,10,3,9
2575431490,2575431490,Reza Ali,Sharbaaf,1,12,17,6,7
3855274833,3855274833,Reza Ali,Mohebi,17,11,7,18,1
7817475590,7817475590,Hashem Master,Mahi,17,15,14,13,11
3196273202,3196273202,James Kamal,Jalali,2,0,10,18,3
7148508819,7148508819,Jack Ali,Mahi,20,14,18,11,9
3909836923,3909836923,Kamal Kamal,Jafari,15,16,19,5,7
4754756629,4754756629,Kamal Ali,Rastegari,3,18,16,1,17
3151688539,3151688539,Till Kamal,Jafari,3,6,1,14,11
2251380508,2251380508,Master Mohammad,Mahi,8,19,2,6,17
7571847616,7571847616,Master Ali,Balochi,20,0,16,19,20
6505777850,6505777850,Mohammad Hashem,Mahi,17,3,4,4,0
2518169326,2518169326,Hashem Kamal,Jalali,1,1,7,13,17
1026216399,1026216399,James Master,Jalali,20,18,8,13,18
2412980082,2412980082,Jack Jack,Mohebi,12,8,0,15,6
3864521024,3864521024,Chief Reza,Rastegari,12,19,3,8,20
3026062661,3026062661,James Reza,Balochi,2,19,0,9,15
7733544082,7733544082,Kamal Till,Mohebi,8,16,10,9,6
5079311627,5079311627,James Till,Jafari,19,2,13,3,4
4952725917,4952725917,Master Till,Mohebi,19,4,12,1,17
8606818253,8606818253,Chief Mohammad,Mahi,16,13,10,12,1
8003394749,8003394749,Ehsan Kamal,Mahi,20,6,9,5,17
7984635133,7984635133,Master Master,Mohebi,1,18,8,19,4
5695534500,5695534500,Master Till,Mohebi,4,2,2,3,13
8827898602,8827898602,Ali Hashem,Hami,13,9,0,1,5
4688656028,4688656028,Master Reza,Balochi,13,8,3,1,15
5494423949,5494423949,Ehsan Kamal,Jalali,3,6,1,15,11
1403960274,1403960274,Jack Till,Rastegari,5,3,17,20,1
5418169597,5418169597,Reza Reza,Mahi,1,12,2,17,16
2324084190,2324084190,Ehsan Chief,Hami,3,9,13,0,1
6184783884,6184783884,Ehsan Reza,Jalali,11,13,20,12,5
6370690396,6370690396,Ali Kamal,Balochi,20,16,6,17,16
5368178232,5368178232,Mohammad Till,Balochi,7,20,14,3,19
0234096436,0234096436,Till Jack,Jalali,11,0,19,17,9
3219099527,3219099527,James Hashem,Rastegari,3,18,20,5,8
2196889714,2196889714,Jack James,Rastegari,11,0,12,19,20
5826248268,5826248268,Jack Master,Mohebi,6,20,14,2,12
0346032731,0346032731,Reza Ehsan,Hami,13,13,2,14,15
1981974596,1981974596,Till Hashem,Sharbaaf,12,13,1,16,18
8187500145,8187500145,Chief Ali,Hami,0,20,12,19,2
8125137766,8125137766,James Kamal,Sharbaaf,4,15,5,14,14
8881246461,8881246461,Ali James,Jalali,13,14,16,6,4
5289618089,5289618089,Jack Master,Sharbaaf,13,19,1,14,17
8086580874,8086580874,Chief Ali,Sharbaaf,19,15,7,14,13
7543471753,7543471753,Ali Chief,Mohebi,3,0,8,0,2
2431362236,2431362236,Jack James,Mahi,0,7,4,14,14
1611997484,1611997484,Chief Mohammad,Balochi,9,19,13,5,10
8546441181,8546441181,James Chief,Mahi,15,12,12,12,13
9623241244,9623241244,Kamal Ali,Jafari,10,6,4,9,15
9815546558,9815546558,Kamal Master,Sharbaaf,19,18,2,17,16
3680679760,3680679760,Kamal Jack,Balochi,15,14,10,20,19
8527136389,8527136389,Hashem Mohammad,Rastegari,15,15,13,11,9
9105672431,9105672431,Jack Chief,Rastegari,11,6,0,20,16
0321835940,0321835940,Kamal Jack,Mahi,5,2,4,13,12
9123354337,9123354337,Till Hashem,Rastegari,1,11,19,15,20
0668865947,0668865947,Mohammad Reza,Jafari,11,16,9,15,13
3031114787,3031114787,Chief Hashem,Mohebi,0,2,1,15,19
2701335676,2701335676,Chief Jack,Sharbaaf,18,16,6,16,19
8029699870,8029699870,Ehsan Kamal,Sharbaaf,13,2,12,9,14
1750941131,1750941131,Kamal Ali,Mohebi,4,9,20,6,18
6851750142,6851750142,Reza Kamal,Hami,3,3,4,3,18
8137301783,8137301783,Ali Master,Balochi,6,20,2,19,6
0617476109,0617476109,Ehsan Jack,Balochi,17,13,8,13,19
6276791038,6276791038,Kamal Mohammad,Balochi,20,10,10,10,10
6941605395,6941605395,Jack Chief,Jafari,7,10,13,13,19
6295525494,6295525494,Master Ali,Rastegari,5,13,19,9,11
6442866471,6442866471,Till James,Mohebi,10,14,16,15,17
